1	4.129900
1	4.511600
2	4.130200
2	4.510600
3	4.125600
3	4.256400
3	4.322700
3	4.408700
3	4.507500
4	4.107700
4	4.206400
4	4.298600
4	4.462700
4	4.489300
5	4.117400
5	4.169400
5	4.425100
5	4.497300
6	4.051300
6	4.133200
6	4.514600
7	4.083400
7	4.110600
7	4.124500
7	4.418600
7	4.466700
7	4.491600
8	4.056900
8	4.125900
8	4.274400
8	4.380700
8	4.418400
8	4.506300
8	4.573900
9	4.129400
9	4.510500
10	4.125700
10	4.506500
11	4.115400
11	4.494200
12	4.140300
12	4.318600
12	4.463000
12	4.520300
13	4.139900
13	4.520200
14	4.126100
14	4.506900
15	4.117400
15	4.230400
15	4.499300
16	4.114600
16	4.494400
17	4.095900
17	4.107400
17	4.207100
17	4.462500
17	4.489000
18	4.505900
19	4.070400
19	4.109400
19	4.466600
19	4.491300
20	4.136000
20	4.226000
20	4.408500
20	4.517600
21	4.140300
21	4.187100
21	4.415700
21	4.520500
22	4.129800
22	4.511200
23	4.117600
23	4.497900
24	4.100100
24	4.137100
24	4.517700
25	4.106300
25	4.122200
25	4.146400
25	4.457200
25	4.502600
26	4.111000
26	4.475500
26	4.492100
27	4.129800
27	4.510700
28	4.117400
28	4.205900
28	4.292300
28	4.496800
28	4.503600
29	4.140600
29	4.521200
30	4.075200
30	4.107300
30	4.462600
30	4.488900
31	4.137000
31	4.518400
32	4.133600
32	4.514400
33	4.066500
33	4.111100
33	4.232300
33	4.466300
33	4.491300
34	4.106400
34	4.206200
34	4.371500
34	4.464700
34	4.490100
34	4.575900
35	4.140000
35	4.412400
35	4.520100
36	4.073300
36	4.133500
36	4.260600
36	4.514400
37	4.116000
37	4.494100
38	4.126600
38	4.167600
38	4.265500
38	4.503000
39	4.119200
39	4.501000
40	4.136700
40	4.518000
41	4.111100
41	4.201400
41	4.213500
41	4.467100
41	4.491200
42	4.122900
43	4.110700
43	4.164100
43	4.211600
43	4.259900
43	4.465900
43	4.491300
44	4.125100
44	4.166400
44	4.328200
44	4.362600
44	4.375000
44	4.473900
44	4.506500
44	4.546800
44	4.579000
45	4.122700
45	4.202100
45	4.502900
46	4.130300
46	4.308100
46	4.312300
46	4.509600
47	4.140900
47	4.520800
48	4.122900
48	4.483500
49	4.133400
49	4.514100
50	4.140200
50	4.423200
50	4.520400
51	4.122700
51	4.502800
52	4.110500
52	4.398000
52	4.466700
52	4.492500
52	4.547500
53	4.129200
53	4.510500
54	4.133100
54	4.395300
54	4.513700
54	4.587000
55	4.133500
55	4.514100
56	4.110300
56	4.205400
56	4.449000
56	4.490800
57	4.126900
57	4.215600
57	4.508100
58	4.136800
58	4.517600
59	4.362500
59	4.488500
59	4.568900
60	4.118800
60	4.354100
60	4.499800
61	4.126900
61	4.507600
62	4.125900
62	4.507800
63	4.114600
63	4.494800
64	4.108700
64	4.462600
64	4.488300
65	4.137100
65	4.168700
65	4.265500
65	4.496800
65	4.516600
66	4.122400
66	4.389000
66	4.505400
66	4.580200
67	4.140700
67	4.520300
68	4.118300
68	4.500300
69	4.133000
69	4.372500
69	4.513700
70	4.094800
70	4.110800
70	4.238800
70	4.443200
70	4.466700
70	4.491700
71	4.301300
71	4.491800
72	4.131400
72	4.511000
73	4.136700
73	4.191200
73	4.517300
74	4.122700
74	4.190200
74	4.236600
74	4.502300
75	4.137500
75	4.281400
75	4.521400
76	4.118500
76	4.222300
76	4.497700
76	4.547900
77	4.130000
77	4.511100
78	4.137100
78	4.517800
79	4.137500
79	4.382400
79	4.517500
79	4.586200
80	4.106700
80	4.129500
80	4.204300
80	4.252000
80	4.512700
81	4.107100
81	4.208500
81	4.463100
81	4.490400
82	4.118000
82	4.165200
82	4.175000
82	4.277000
82	4.498700
83	4.140600
83	4.176300
83	4.257300
83	4.520700
84	4.125800
84	4.307000
84	4.436100
84	4.507100
85	4.070400
85	4.118100
85	4.399800
85	4.502200
85	4.590000
86	4.139800
86	4.520600
87	4.124100
87	4.209700
87	4.507000
88	4.138300
88	4.518500
89	4.067300
89	4.520700
90	4.118500
90	4.498200
91	4.132400
91	4.190200
91	4.513400
92	4.098800
92	4.114800
92	4.243500
92	4.493500
93	4.091400
93	4.140300
93	4.480200
93	4.520300
94	4.115100
94	4.471500
94	4.495400
95	4.063600
95	4.129600
95	4.200000
95	4.510700
96	4.111500
96	4.492400
97	4.130200
97	4.510700
98	4.109500
98	4.335400
98	4.463000
98	4.490900
99	4.104800
99	4.136400
99	4.517000
100	4.121900
100	4.147400
100	4.207500
100	4.292300
100	4.503600
101	4.129000
101	4.238700
101	4.510900
102	4.130300
102	4.176300
102	4.211400
102	4.327700
102	4.513000
103	4.120200
103	4.388700
103	4.502700
